"actor.followersCount" "actor.friendsCount" "actor.languages" "actor.link" "actor.preferredUsername" "actor.statusesCount" "body" "generator.displayName" "lat" "lon" "gnip.klout_score" "inReplyTo.link" "link" "object.actor.displayName" "object.actor.followersCount" "object.actor.preferredUsername" "object.actor.statusesCount" "object.twitter_entities.hashtags.text" "postedTime" "day" "hour" "min" "sec" "comboTime" "retweetCount" "twitter_entities.hashtags.text" "twitter_entities.user_mentions.screen_name" "verb"
"25046" 314 472 "en" "http://www.twitter.com/McLean86" "McLean86" "12143" "Hurricane Sandy sounds like its gona wreck a few bai's..." "Twitter for iPhone" "55.11756223" "-6.65187607" "46" "" "http://twitter.com/McLean86/statuses/262642148179075072" "" "" "" "" "" "2012-10-28T19:49:02.000Z" 28 19 49 2 "10-28 19:49" "0" "" "" "post"
"25168" 75 267 "en" "http://www.twitter.com/IJoslin49" "IJoslin49" "800" "Rolling on 81 south towards the storm #sandy watch out" "Twitter for Android" "40.6867716" "-76.3755431" "33" "" "http://twitter.com/IJoslin49/statuses/262643231773323264" "" "" "" "" "" "2012-10-28T19:53:20.000Z" 28 19 53 20 "10-28 19:53" "" "sandy" "" "post"
"25285" 76 101 "en" "http://www.twitter.com/KristinNKv" "KristinNKv" "665" "I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @marymurtha @szachariah http://t.co/ijokO5Fa" "foursquare" "40.78953415" "-73.79179716" "21" "" "http://twitter.com/KristinNKv/statuses/262644349391732736" "" "" "" "" "" "2012-10-28T19:57:47.000Z" 28 19 57 47 "10-28 19:57" "0" "" "marymurtha,szachariah" "post"
"25399" 206 205 "en" "http://www.twitter.com/Z_squared_Z" "Z_squared_Z" "1976" "@AHurricaneSandy I love you" "Twitter for iPhone" "39.48967927" "-76.39251287" "41" "" "http://twitter.com/Z_squared_Z/statuses/262645405207130116" "" "" "" "" "" "2012-10-28T20:01:58.000Z" 28 20 1 58 "10-28 20:01" "" "" "AHurricaneSandy" "post"
"25524" 16 21 "es" "http://www.twitter.com/Sari_custom" "Sari_custom" "30" "Llega el huracan Sandy a nueva york se evacuaran a mas de 300.000 personas.... En un par de horas" "Twitter for Android" "38.4695891" "-0.777847" "19" "" "http://twitter.com/Sari_custom/statuses/262646528383004672" "" "" "" "" "" "2012-10-28T20:06:26.000Z" 28 20 6 26 "10-28 20:06" "" "" "" "post"
"25644" 2053 1191 "en" "http://www.twitter.com/joemirabella" "joemirabella" "5612" "The parks are closed #sandy #frankenstorm http://t.co/zivxF1Jm" "Twitter for iPhone" "40.7647822" "-73.95763437" "67" "" "http://twitter.com/joemirabella/statuses/262647382481711104" "" "" "" "" "" "2012-10-28T20:09:51.000Z" 28 20 9 51 "10-28 20:09" "0" "sandy,frankenstorm" "" "post"
"25761" 1028 2001 "en" "http://www.twitter.com/smchickbigdeals" "smchickbigdeals" "20705" "Last minute #HurricaneSandy supply trip soon then cooking/baking up a #storm with what will last! #bringit #HurricaneSandy #nj #SCBD" "Twitter for iPhone" "40.88958189" "-73.99637683" "49" "" "http://twitter.com/smchickbigdeals/statuses/262648275948146690" "" "" "" "" "" "2012-10-28T20:13:23.000Z" 28 20 13 23 "10-28 20:13" "0" "HurricaneSandy,storm" "" "post"
"25875" 200 204 "en" "http://www.twitter.com/DoseOfREALITEE" "DoseOfREALITEE" "6163" "?@CNN_UPDATES_1 ?@HurricaneFollow BLOWIN SO MANY NIGGAS, THEY SHOULD CALL ME HURRICANE SANDY KARDASHIAN.??" "Plume?for?Android" "40.2265482" "-74.7632708" "36" "" "http://twitter.com/DoseOfREALITEE/statuses/262649202440560640" "" "" "" "" "" "2012-10-28T20:17:04.000Z" 28 20 17 4 "10-28 20:17" "" "" "CNN_UPDATES_1,HurricaneFollow" "post"
"25987" 249 231 "en" "http://www.twitter.com/ohhallliee" "ohhallliee" "5635" "I need to go to tcby one last time before Sandy kills us all" "Twitter for Android" "41.9179721" "-73.0740622" "42" "" "http://twitter.com/ohhallliee/statuses/262650041188114432" "" "" "" "" "" "2012-10-28T20:20:24.000Z" 28 20 20 24 "10-28 20:20" "" "" "" "post"
"26107" 109 119 "en" "http://www.twitter.com/AllAroundNigga" "AllAroundNigga" "195" "Sandy such a slut , trying to blow the whole east coast #bitches" "Twitter for iPhone" "40.23589366" "-74.65710187" "35" "" "http://twitter.com/AllAroundNigga/statuses/262650984306704384" "" "" "" "" "" "2012-10-28T20:24:09.000Z" 28 20 24 9 "10-28 20:24" "" "bitches" "" "post"
"26235" 601 212 "en" "http://www.twitter.com/Thekrizzo" "Thekrizzo" "31558" "Hurricane Sandy bout 2 make it an extra dark Halloween week 4 NY." "Twitter for iPhone" "34.01513454" "-118.4949756" "53" "" "http://twitter.com/Thekrizzo/statuses/262652205339906048" "" "" "" "" "" "2012-10-28T20:29:00.000Z" 28 20 29 0 "10-28 20:29" "0" "" "" "post"
"26355" 145 94 "en" "http://www.twitter.com/jorgecortell" "jorgecortell" "9542" "I'm in Baltimore for trade show until tomorrow. Hurricane Sandy expected here too. I'll ride the train tomorrow into the hurricane!!" "Twitter for Android" "39.2900731" "-76.6155631" "35" "" "http://twitter.com/jorgecortell/statuses/262653159460179968" "" "" "" "" "" "2012-10-28T20:32:47.000Z" 28 20 32 47 "10-28 20:32" "0" "" "" "post"
"26472" 152 312 "en" "http://www.twitter.com/DHuiEsq" "DHuiEsq" "3799" "Storm and floods a'coming to Harlem. What if me and @RichFeloni are the only casualties of Sandy?" "Twitter for iPhone" "40.81746454" "-73.95820114" "33" "" "http://twitter.com/DHuiEsq/statuses/262654082538430464" "" "" "" "" "" "2012-10-28T20:36:27.000Z" 28 20 36 27 "10-28 20:36" "0" "" "RichFeloni" "post"
"26596" 4 19 "en" "http://www.twitter.com/pammyabb67" "pammyabb67" "41" "Waiting on Sandy to stop by for a loooonnnnngggggg cup of coffeee" "Twitter for iPhone" "42.41321423" "-71.08218351" "17" "" "http://twitter.com/pammyabb67/statuses/262655190019211264" "" "" "" "" "" "2012-10-28T20:40:51.000Z" 28 20 40 51 "10-28 20:40" "" "" "" "post"
"26717" 609 154 "en" "http://www.twitter.com/benjaminras" "benjaminras" "1317" "People fill sandbags to protect their homes from flooding. #hurricanesandy  @ Broadway Square http://t.co/zJErzLbP" "Instagram" "39.28213125" "-76.59316063" "53" "" "http://twitter.com/benjaminras/statuses/262656030901694464" "" "" "" "" "" "2012-10-28T20:44:12.000Z" 28 20 44 12 "10-28 20:44" "0" "hurricanesandy" "" "post"
"26831" 144 344 "en" "http://www.twitter.com/Colt_Reppin_717" "Colt_Reppin_717" "607" "#sandy is gonna be a bitch!" "Twitter for Android" "40.1347448" "-76.2193815" "33" "" "http://twitter.com/Colt_Reppin_717/statuses/262656880814473216" "" "" "" "" "" "2012-10-28T20:47:34.000Z" 28 20 47 34 "10-28 20:47" "" "sandy" "" "post"
"26959" 264 868 "en" "http://www.twitter.com/dePlantagenet" "dePlantagenet" "11048" "@NYCMayorsOffice Alcalde: El ferry de Staten Island dejar? de funcionar a las 8:00PM desde St. George &amp; a las 8:30PM desde Whitehall
#Sandy" "Twitter for iPhone" "40.70080472" "-73.95859925" "36" "http://twitter.com/NYCMayorsOffice/statuses/262647750343131138" "http://twitter.com/dePlantagenet/statuses/262658051952222208" "" "" "" "" "" "2012-10-28T20:52:14.000Z" 28 20 52 14 "10-28 20:52" "" "Sandy" "NYCMayorsOffice" "post"
"27082" 22 173 "en" "http://www.twitter.com/Kristinmedd" "Kristinmedd" "228" "Just passed a storm chaser truck on the Turnpike. #hurricanesandy #thatbitch" "Twitter for iPhone" "39.78973179" "-75.21371548" "13" "" "http://twitter.com/Kristinmedd/statuses/262658930520518657" "" "" "" "" "" "2012-10-28T20:55:43.000Z" 28 20 55 43 "10-28 20:55" "" "hurricanesandy,thatbitch" "" "post"
"27209" 152 762 "en" "http://www.twitter.com/nyillini311" "nyillini311" "7530" "I'm at Frankenstormapocalypse - Hurricane Sandy w/ @iamhagel http://t.co/FRlo4UH7" "foursquare" "40.771687" "-73.970426" "47" "" "http://twitter.com/nyillini311/statuses/262659747596075008" "" "" "" "" "" "2012-10-28T20:58:58.000Z" 28 20 58 58 "10-28 20:58" "" "" "IamHagel" "post"
"27327" 291 755 "en" "http://www.twitter.com/meglyprose" "meglyprose" "5040" "Magnet's onto you Sandy. @ Fairlawn http://t.co/Njo371YV" "Instagram" "41.03223885" "-73.68305211" "42" "" "http://twitter.com/meglyprose/statuses/262660689276047360" "" "" "" "" "" "2012-10-28T21:02:42.000Z" 28 21 2 42 "10-28 21:02" "0" "" "" "post"
"27444" 139 140 "en" "http://www.twitter.com/jarbeter" "jarbeter" "935" "#howtosurvivesandy #cheeseballs #brita @jmaurer93 http://t.co/9QalPep4" "Twitter for iPhone" "39.94960311" "-75.59429127" "40" "" "http://twitter.com/jarbeter/statuses/262661659842203648" "" "" "" "" "" "2012-10-28T21:06:34.000Z" 28 21 6 34 "10-28 21:06" "" "howtosurvivesandy,cheeseballs" "jmaurer93" "post"
"27555" 222 329 "en" "http://www.twitter.com/ev9199" "ev9199" "882" "?@hurricannesandy: THEY SEE MY BLOWIN, THEY HATIN.? @adrianasaysHI" "Twitter for iPhone" "43.01965293" "-87.96888441" "41" "" "http://twitter.com/ev9199/statuses/262662435423518720" "" "" "" "" "" "2012-10-28T21:09:39.000Z" 28 21 9 39 "10-28 21:09" "0" "" "hurricannesandy,adrianasaysHI" "post"
"27675" 275 297 "en" "http://www.twitter.com/Kattiiii_15" "Kattiiii_15" "1950" "@Brenter37 I hope Sandy doesn't ruin your chances of gettin a big one! #GoodLuck" "Twitter for iPhone" "35.79317557" "-78.68449492" "41" "http://twitter.com/Brenter37/statuses/262662364095209472" "http://twitter.com/Kattiiii_15/statuses/262663300553273346" "" "" "" "" "" "2012-10-28T21:13:05.000Z" 28 21 13 5 "10-28 21:13" "" "GoodLuck" "Brenter37" "post"
"27786" 129 161 "en" "http://www.twitter.com/LindseySnell" "LindseySnell" "478" "Driving around listening to @SpamAllstars while I get hurricane supplies. Channeling Miami. #WaitingForSandy" "Twitter for iPhone" "40.74848795" "-73.97008091" "42" "" "http://twitter.com/LindseySnell/statuses/262664206975918080" "" "" "" "" "" "2012-10-28T21:16:41.000Z" 28 21 16 41 "10-28 21:16" "0" "WaitingForSandy" "SpamAllstars" "post"
"27896" 208 276 "en" "http://www.twitter.com/zoearniotis" "zoearniotis" "366" "Herro Sandy. #sandy #hurricane #itsgoingdown #hull #beach #doom #sunday  @ Hull, MA http://t.co/eUvexb9g" "Instagram" "42.27378449" "-70.86120221" "34" "" "http://twitter.com/zoearniotis/statuses/262665123691384833" "" "" "" "" "" "2012-10-28T21:20:20.000Z" 28 21 20 20 "10-28 21:20" "0" "sandy,hurricane" "" "post"
"28017" 537 323 "en" "http://www.twitter.com/EastCoastJones" "EastCoastJones" "5122" "Beach front houses boarded up. #sandy 12345678 @ Lyman Beach http://t.co/wPUZSMs9" "Instagram" "40.05055644" "-74.04683168" "47" "" "http://twitter.com/EastCoastJones/statuses/262666039035326464" "" "" "" "" "" "2012-10-28T21:23:58.000Z" 28 21 23 58 "10-28 21:23" "0" "sandy" "" "post"
"28136" 341 485 "en" "http://www.twitter.com/DulceAmor_18" "DulceAmor_18" "4157" "Ready for sandy" "Twitter for iPhone" "40.12436717" "-75.33368258" "39" "" "http://twitter.com/DulceAmor_18/statuses/262667151054360576" "" "" "" "" "" "2012-10-28T21:28:23.000Z" 28 21 28 23 "10-28 21:28" "0" "" "" "post"
"28252" 1004 1695 "en" "http://www.twitter.com/MauriceMichael" "MauriceMichael" "10530" "@slackadjuster #sandy is manageable. But this shows why tea party antigovernment movement is so profoundly misguided" "Twitter for iPhone" "40.78452614" "-73.94905811" "56" "http://twitter.com/slackadjuster/statuses/262665820465950720" "http://twitter.com/MauriceMichael/statuses/262667951327547392" "" "" "" "" "" "2012-10-28T21:31:34.000Z" 28 21 31 34 "10-28 21:31" "" "sandy" "slackadjuster" "post"
"28365" 248 868 "en" "http://www.twitter.com/memoirs_ofmilla" "memoirs_ofmilla" "3647" "Fuck wit sandy" "Twitter for iPhone" "40.74717982" "-73.97764997" "45" "" "http://twitter.com/memoirs_ofmilla/statuses/262668721309503488" "" "" "" "" "" "2012-10-28T21:34:37.000Z" 28 21 34 37 "10-28 21:34" "" "" "" "post"
"28487" 137 232 "es" "http://www.twitter.com/froggie901" "froggie901" "6448" "#sandy #frankenstorm  @ Brookhaven National Laboratory http://t.co/DZy49FEV" "Instagram" "40.8701613" "-72.87942157" "36" "" "http://twitter.com/froggie901/statuses/262669613085626369" "" "" "" "" "" "2012-10-28T21:38:10.000Z" 28 21 38 10 "10-28 21:38" "" "sandy,frankenstorm" "" "post"
"28599" 128 89 "en" "http://www.twitter.com/rizshanie" "rizshanie" "7474" "#hurricanesandy  ever1 be safe:)" "Twitter for iPhone" "40.96569396" "-73.87516302" "31" "" "http://twitter.com/rizshanie/statuses/262670391405862913" "" "" "" "" "" "2012-10-28T21:41:16.000Z" 28 21 41 16 "10-28 21:41" "" "hurricanesandy" "" "post"
"28709" 616 1124 "en" "http://www.twitter.com/TheLaylaAttack" "TheLaylaAttack" "8162" "Heater is on blast I'm ready for this hurricane #BringItOn #HurricaneSandy #HurricaneFrankinstorm" "Twitter for Android" "41.1759424" "-73.160615" "37" "" "http://twitter.com/TheLaylaAttack/statuses/262671152864976898" "" "" "" "" "" "2012-10-28T21:44:17.000Z" 28 21 44 17 "10-28 21:44" "0" "BringItOn,HurricaneSandy" "" "post"
"28830" 1230 1986 "en" "http://www.twitter.com/SongDuck" "SongDuck" "10483" "@YumaBev My wife is happy, she's a teacher. NYC closed all schools Monday. Need to rest, still have fever. Later. #Sandy" "Twitter for iPhone" "40.75164918" "-73.69924334" "48" "http://twitter.com/YumaBev/statuses/262653518857510913" "http://twitter.com/SongDuck/statuses/262672219719733248" "" "" "" "" "" "2012-10-28T21:48:32.000Z" 28 21 48 32 "10-28 21:48" "" "Sandy" "YumaBev" "post"
"28941" 206 208 "fr" "http://www.twitter.com/iPeeWell" "iPeeWell" "11068" "Luggage a dropped. Maybe I can fly tonight and my flight could be in advance. #Sandy #NewYorkCity" "Twitter for iPhone" "40.64024023" "-73.78182631" "32" "" "http://twitter.com/iPeeWell/statuses/262673068554584064" "" "" "" "" "" "2012-10-28T21:51:54.000Z" 28 21 51 54 "10-28 21:51" "" "Sandy,NewYorkCity" "" "post"
"29050" 22 251 "en" "http://www.twitter.com/jnewtonengineer" "jnewtonengineer" "888" "Still having wind here from that darn #Sandy hopefully it will be over soon." "Twitter for iPhone" "35.76541026" "-78.81822048" "" "" "http://twitter.com/jnewtonengineer/statuses/262673835030110209" "" "" "" "" "" "2012-10-28T21:54:57.000Z" 28 21 54 57 "10-28 21:54" "" "Sandy" "" "post"
"29167" 1150 1243 "en" "http://www.twitter.com/ecollins7" "ecollins7" "10663" "Did you hear the cops finally busted Madame Marie for tellin' fortunes better than they do? #Sandy" "Twitter for iPhone" "42.84514497" "-78.82278175" "49" "" "http://twitter.com/ecollins7/statuses/262674740987166722" "" "" "" "" "" "2012-10-28T21:58:33.000Z" 28 21 58 33 "10-28 21:58" "0" "Sandy" "" "post"
"29275" 85 168 "en" "http://www.twitter.com/UkiPajp" "UkiPajp" "532" "Spreman sam za Sandy!!! http://t.co/6CR7ADs2" "Twitter for Android" "38.99149876" "-77.03035297" "36" "" "http://twitter.com/UkiPajp/statuses/262675506212769793" "" "" "" "" "" "2012-10-28T22:01:36.000Z" 28 22 1 36 "10-28 22:01" "0" "" "" "post"
"29384" 222 265 "en" "http://www.twitter.com/RyRyBankert" "RyRyBankert" "1042" "Dining hall offering survival food @washcoll #sandy #goosenation  @ Hodson Hall Commons http://t.co/lsBPYsFa" "Instagram" "39.21809489" "-76.06795326" "41" "" "http://twitter.com/RyRyBankert/statuses/262676141607882754" "" "" "" "" "" "2012-10-28T22:04:07.000Z" 28 22 4 7 "10-28 22:04" "0" "sandy,goosenation" "washcoll" "post"
"29499" 408 233 "en" "http://www.twitter.com/TYMberland_" "TYMberland_" "11671" "Sandy BLOWIN' my shit. Lol, get it? :)" "Twitter for Android" "39.81159085" "-74.9650919" "39" "" "http://twitter.com/TYMberland_/statuses/262676831109533696" "" "" "" "" "" "2012-10-28T22:06:51.000Z" 28 22 6 51 "10-28 22:06" "" "" "" "post"
"29616" 11 163 "en" "http://www.twitter.com/AnnyeongKang" "AnnyeongKang" "211" "No school tomorrow. Hurricane Sandy....  Pray for those who are experiencing this hurricane and their family." "Twitter for Android" "40.6393987" "-74.0164987" "17" "" "http://twitter.com/AnnyeongKang/statuses/262677537732325376" "" "" "" "" "" "2012-10-28T22:09:39.000Z" 28 22 9 39 "10-28 22:09" "" "" "" "post"
"29729" 68 88 "en" "http://www.twitter.com/TM00CH" "TM00CH" "245" "Hurricane sandy is gonna be bad" "Twitter for Android" "41.45208657" "-73.52909372" "31" "" "http://twitter.com/TM00CH/statuses/262678191368441856" "" "" "" "" "" "2012-10-28T22:12:15.000Z" 28 22 12 15 "10-28 22:12" "" "" "" "post"
"29841" 47 3 "en" "http://www.twitter.com/ManassasSymOrch" "ManassasSymOrch" "106" "Only six days until the Feste Italiano concert. Let's hope #Sandy is gentle to our area. Everyone stay dry and safe!" "Twitter for iPhone" "38.78251919" "-77.61687452" "17" "" "http://twitter.com/ManassasSymOrch/statuses/262678791585923073" "" "" "" "" "" "2012-10-28T22:14:38.000Z" 28 22 14 38 "10-28 22:14" "" "Sandy" "" "post"
"29951" 2321 339 "en" "http://www.twitter.com/SmileRy" "SmileRy" "17096" ". @lauravelasquez will we experience any remnants from super storm #Sandy?" "Twitter for iPhone" "42.96764824" "-85.76388238" "66" "" "http://twitter.com/SmileRy/statuses/262679411839627264" "" "" "" "" "" "2012-10-28T22:17:06.000Z" 28 22 17 6 "10-28 22:17" "0" "Sandy" "lauravelasquez" "post"
"30067" 482 476 "nl" "http://www.twitter.com/Sandy26868" "Sandy26868" "3533" "Zij gaat als ik kom dus. Wie had dat gedacht :-)\"@chrisklomp: Oh my God! @Doutzen is leaving NY for Sandy #thisisreal\"" "Twitter for Android" "52.222879" "4.5291988" "" "" "http://twitter.com/Sandy26868/statuses/262680122535055360" "" "" "" "" "" "2012-10-28T22:19:56.000Z" 28 22 19 56 "10-28 22:19" "0" "thisisreal" "chrisklomp,Doutzen" "post"
"30181" 181 259 "en" "http://www.twitter.com/letylove11" "letylove11" "14441" "\"@HurricaneiSandy: NO SCHOOL MONDAY AND TUESDAY? FUCK THAT IM GETTING YOU GUYS ALL WEEK OFF.\" please lol" "Twitter for Android" "40.9200493" "-73.895669" "37" "" "http://twitter.com/letylove11/statuses/262680857830113281" "" "" "" "" "" "2012-10-28T22:22:51.000Z" 28 22 22 51 "10-28 22:22" "" "" "HurricaneiSandy" "post"
"30306" 167 1301 "en" "http://www.twitter.com/BobShinnRT_R" "BobShinnRT_R" "8489" "Follow @cranekicker for in depth hurricane coverage with all the best from Philly weather.#Sandy #FrankStallone" "Twitter for Android" "40.03397998" "-75.04138596" "48" "" "http://twitter.com/BobShinnRT_R/statuses/262681690877599744" "" "" "" "" "" "2012-10-28T22:26:10.000Z" 28 22 26 10 "10-28 22:26" "0" "Sandy,FrankStallone" "cranekicker" "post"
"30417" 202 134 "en" "http://www.twitter.com/jack_obrien20" "jack_obrien20" "951" "Is there anything to do before this bitch sandy comes thru?" "Twitter for Android" "40.2256186" "-74.275656" "44" "" "http://twitter.com/jack_obrien20/statuses/262682499677839360" "" "" "" "" "" "2012-10-28T22:29:22.000Z" 28 22 29 22 "10-28 22:29" "" "" "" "post"
"30534" 534 316 "en" "http://www.twitter.com/RonnieGaynor" "RonnieGaynor" "11452" "?@Brandon_Hebert: ?@XHurricaneSandy: I JUST UPPERCUT SOME BITCHES CAR LIKE I WAS THE BUS DRIVER !!!! #Sandy? @RonnieGaynor ??? lmaoo ????" "Twitter for iPhone" "41.82300359" "-71.54187189" "38" "" "http://twitter.com/RonnieGaynor/statuses/262683283563876352" "" "" "" "" "" "2012-10-28T22:32:29.000Z" 28 22 32 29 "10-28 22:32" "" "Sandy" "Brandon_Hebert,XHurricaneSandy" "post"
"30650" 54 75 "en" "http://www.twitter.com/Proppah1" "Proppah1" "3091" "I love comcast!!!!  BRING IT ON SANDY!... in my white boy voice!" "Twitter for BlackBerry?" "42.30885" "-71.08793" "33" "" "http://twitter.com/Proppah1/statuses/262684065772220416" "" "" "" "" "" "2012-10-28T22:35:36.000Z" 28 22 35 36 "10-28 22:35" "" "" "" "post"
"30762" 169 310 "en" "http://www.twitter.com/ItsMrsDennis" "ItsMrsDennis" "5775" "lmao!!!!\"@MrRobDolla: #BahamaMama + #Sandy = #SuperStormed lol RT @ItsMrsDennis: an fix me a bahama mama while im at it..smh #dntjudgeme?" "Twitter for iPhone" "36.73628428" "-76.34929073" "" "" "http://twitter.com/ItsMrsDennis/statuses/262684819094392832" "" "" "" "" "" "2012-10-28T22:38:35.000Z" 28 22 38 35 "10-28 22:38" "0" "BahamaMama,Sandy" "MrRobDolla" "post"
"30879" 12 80 "en" "http://www.twitter.com/merandapdrn" "merandapdrn" "4" "Thought by living in Ohio that there would be no hurricanes #Sandy #Frankenstorm" "Twitter for Android" "41.135352" "-82.7521296" "" "" "http://twitter.com/merandapdrn/statuses/262685587969040384" "" "" "" "" "" "2012-10-28T22:41:39.000Z" 28 22 41 39 "10-28 22:41" "" "Sandy,Frankenstorm" "" "post"
"30993" 68 162 "en" "http://www.twitter.com/Shopah0lic" "Shopah0lic" "2904" "I'm at Frankenstormpocalypse - Hurricane Sandy (New York, NY) w/ 2374 others http://t.co/kejBYRQz" "foursquare" "40.78963975" "-73.79241943" "33" "" "http://twitter.com/Shopah0lic/statuses/262686289948717056" "" "" "" "" "" "2012-10-28T22:44:26.000Z" 28 22 44 26 "10-28 22:44" "0" "" "" "post"
"31111" 145 221 "en" "http://www.twitter.com/Alexandra_Talia" "Alexandra_Talia" "4035" "No school #hurricaneSandy" "Twitter for iPhone" "42.30632155" "-71.40128894" "41" "" "http://twitter.com/Alexandra_Talia/statuses/262687089324343296" "" "" "" "" "" "2012-10-28T22:47:37.000Z" 28 22 47 37 "10-28 22:47" "" "hurricaneSandy" "" "post"
